Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Аптека,,Аптеки,"микрорайон Туркестан, 2Б",2 этаж,050047,Туркестан м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,2.9,10,87477289556,,,,,,,,,,https://wa.me/77477289556,,,,,,43.275366,76.851155,https://2gis.com/firm/70000001024970324,branch
Биосфера,аптека,Аптеки,"улица Казахстан, 1",,041626,Арман м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,1,88000807878,,,,,http://biosfera.kz,,https://instagram.com/biosferakz,https://facebook.com/biosferakazakhstan,https://vk.com/biosferakazakhstan,https://wa.me/77010000564,,,,,,43.327548,77.065394,https://2gis.com/firm/70000001083855757,branch
Аптека,,Аптеки,"улица Дунентаева, 20",1 этаж,050049,Жулдыз-2 м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,1.8,10,87272515508,87472866785,,,,,,,,,https://wa.me/77472866785,,,,,,43.358173,76.990035,https://2gis.com/firm/9429940001383433,branch
Добрая,аптека №1,Аптеки; Средства гигиены; БАДы; Доставка лекарств; Детское питание; Товары для новорождённых,"микрорайон Орбита 1, 21",1 этаж,050043,Орбита-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 06:00-02:00; Вт: 06:00-02:00; Ср: 06:00-02:00; Чт: 06:00-02:00; Пт: 06:00-02:00; Сб: 06:00-02:00; Вс: 06:00-02:00,+05:00,3.5,134,87272657486,87279728201,87089728201,dobraya.apteka.info@gmail.com,,http://dobraya-apteka.kz,,https://instagram.com/dobraya.apteka,https://facebook.com/dobraya.apteka,,https://wa.me/77087416121,,,,,,43.198824,76.880939,https://2gis.com/firm/9429940000946002,branch
Ава Фарма,аптека,Аптеки,"улица Жетысуская, 55",внутри Продуктового магазина,050002,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,10,,,,,,,,,,,,,,,,,43.27222,76.960976,https://2gis.com/firm/70000001035434723,branch
Аптека,,Аптеки,"улица Жангельдина, 109а",,050018,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 10:00-20:00,+05:00,1.6,9,,,,,,,,,,,,,,,,,43.280372,76.955981,https://2gis.com/firm/70000001028449514,branch
Мой Доктор,аптека,Аптеки,"улица Серпин, 2в",,050017,Кемел м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00; Сб: 08:30-13:00,+05:00,4.0,1,87273131514,,,,,,,,,,,,,,,,43.366983,76.937676,https://2gis.com/firm/70000001048040382,branch
Биосфера,аптека,Аптеки; Средства гигиены; Детское питание,"Водник 1 микрорайон, 36",1 этаж,040708,Водник 1 м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,6,87273877972,,,,,http://biosfera.kz,,https://instagram.com/biosferakz,https://facebook.com/biosferakazakhstan,https://vk.com/biosferakazakhstan,https://wa.me/77010000564,,,,,,43.368305,76.859306,https://2gis.com/firm/70000001033070818,branch
Лакея,аптека,Аптеки,"улица Аркалык, 70",1 этаж,050047,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:30; Вт: 09:00-23:30; Ср: 09:00-23:30; Чт: 09:00-23:30; Пт: 09:00-23:30; Сб: 09:00-23:30; Вс: 09:00-23:30,+05:00,4.9,2,,,,,,,,,,,,,,,,,43.322827,76.841014,https://2gis.com/firm/70000001046115838,branch
Айым Фарма,аптека,Аптеки,"улица Нурсая, 56/1",1 этаж,050028,Нижняя пятилетка м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,,,,,,,,,,,,,,,,,,,43.349702,76.95741,https://2gis.com/firm/70000001080960462,branch
Ирбис Транс Систем ,аптека,Аптеки,"улица Талант, 31Б/1",,050028,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,,,,,,,,,,,,,,,,,,,43.355933,76.916852,https://2gis.com/firm/70000001080994139,branch
Аптека,,Аптеки,"улица Майлина, 212",1 этаж,050054,Маяк м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,1.0,8,87272573246,87074905616,,,,,,,,,https://wa.me/77074905616,,,,,,43.337008,76.982593,https://2gis.com/firm/70000001045489253,branch
Аптека,,Аптеки,"улица Тайказан, 5",,050024,Дархан м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:30; Вт: 08:00-22:30; Ср: 08:00-22:30; Чт: 08:00-22:30; Пт: 08:00-22:30; Сб: 08:00-22:30; Вс: 08:00-22:30,+05:00,5.0,1,87054484126,87054484131,,,,,,,,,https://wa.me/77054484126,https://wa.me/77054484131,,,,,43.315772,76.876148,https://2gis.com/firm/70000001069922457,branch
Barys express,аптека,Аптеки,"улица Жарокова, 223",1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.1,18,87272752293,87072397729 (единая справочная: круглосуточно),,,,,,https://instagram.com/barys_express,,,,,,,,,43.222532,76.901244,https://2gis.com/firm/9429940000957709,branch
Interna Pharma,аптека,Аптеки,"микрорайон Нуркент, 5 к23-26",1 этаж,050038,Нуркент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,2.4,8,87024120649,87017216655,,,,,,,,,https://wa.me/77024120649,https://wa.me/77017216655,,,,,43.261157,76.814914,https://2gis.com/firm/70000001028123453,branch
Аскорбинка,аптека,Аптеки,"микрорайон Керемет, 7 к40",1 этаж,050013,Керемет м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-19:00,+05:00,3.9,24,87781360077,,,,,,,,,,https://wa.me/77781360077,,,,,,43.235968,76.937917,https://2gis.com/firm/70000001035557284,branch
Государственная аптека,аптека №17,Аптеки,"улица Басенова, 2",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-18:00,+05:00,1.0,2,87273910291,87273107517,,,,,,,,,,,,,,,43.221354,76.89758,https://2gis.com/firm/70000001082351778,branch
Айнияз Фарм,аптека,Аптеки,"микрорайон Аксай-5, 7",1 этаж,050063,Аксай-5 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:30-23:30; Вт: 08:30-23:30; Ср: 08:30-23:30; Чт: 08:30-23:30; Пт: 08:30-23:30; Сб: 08:30-23:30; Вс: 08:30-23:30,+05:00,1.9,11,87273735019,,,,,,,,,,,,,,,,43.228428,76.833041,https://2gis.com/firm/70000001028234437,branch
Аптека,,Аптеки,"микрорайон Жулдыз-1, 4",1 этаж,050049,Жулдыз-1 м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,3.7,64,87788084276,,,,,,,,,,https://wa.me/77000833892,,,,,,43.363982,76.993113,https://2gis.com/firm/9429940000900780,branch
Садыхан,сеть социальных аптек,Аптеки,"улица Жансугурова, 112",,040700,Куат м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,35,87273709048,87073494949,,managersrp-gk@sadykhan.kz,,http://sadykhan.kz,,https://instagram.com/sadykhan.kz,,,https://wa.me/77073494949,,,,,,43.41975,77.022655,https://2gis.com/firm/70000001041771737,branch
Аптека,,Аптеки,"улица Барыс, 75",,040707,Бурундай м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.7,7,87773915450,87073111721,,,,,,,,,https://wa.me/77773915450,https://wa.me/77073111721,,,,,43.347507,76.848021,https://2gis.com/firm/70000001028289716,branch
Медиол,аптека,Аптеки,"улица Ахметова, 69",,050024,Дархан м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,4.3,9,87477670607,,,,,,,,,,https://wa.me/77477670607,,,,,,43.313076,76.88028,https://2gis.com/firm/70000001059788533,branch
Аптека,,Аптеки,"улица Шерхан Муртаза, 55",,050002,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,5,,,,,,,,,,,https://wa.me/77075351473,,,,,,43.272,76.96227,https://2gis.com/firm/70000001083302726,branch
Hayat Pharm,аптека,Аптеки,"7-й микрорайон, 3",,050062,7-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.4,30,87088880816,,,,,,,,,,https://wa.me/77088880816,,,,,,43.225855,76.861716,https://2gis.com/firm/70000001076647017,branch
Хош Фарм,аптека,Аптеки,"улица Малькеева, 59Б",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.5,9,87025326000,,,,,,,,,,,,,,,,43.305256,77.187554,https://2gis.com/firm/70000001060732790,branch
Nem Pharm,аптека,Аптеки,"улица Кажымукана, 89а",,050059,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,3.6,14,87756240302,,,,,,,https://instagram.com/nem_pharm,,,,,,,,,43.223141,76.951252,https://2gis.com/firm/70000001082604625,branch
Pharmacie,аптека,Аптеки,"улица Райымбек батыра, 52",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,4.2,10,87071083848,,,,,,,,,,https://wa.me/77071083848,,,,,,43.300921,77.047985,https://2gis.com/firm/70000001088134847,branch
Жусан фарм,аптека,Аптеки,"Жас Канат микрорайон, 47а",1 этаж,050054,Жас Канат м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,1.7,23,87476237984,,,,,,,,,,https://wa.me/77476237984,https://wa.me/77753888707,,,,,43.323939,76.983198,https://2gis.com/firm/70000001051318360,branch
Sana Health,аптека,Аптеки,"микрорайон Зердели, 1/32",1 этаж,050038,Зерделі м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:30-23:00; Вт: 08:30-23:00; Ср: 08:30-23:00; Чт: 08:30-23:00; Пт: 08:30-23:00; Сб: 08:30-23:00; Вс: 08:30-23:00,+05:00,2.6,44,87759925357,,,,,,,,,,https://wa.me/77759925357,,,,,,43.279577,76.819753,https://2gis.com/firm/70000001063491749,branch
Аптека,,Аптеки,"микрорайон Мамыр 7, 14Б",1 этаж,050036,Мамыр-7 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 10:00-20:00,+05:00,2.4,12,87012426391,,,,,,,,,,https://wa.me/77012426391,,,,,,43.211321,76.841354,https://2gis.com/firm/9429940000911319,branch
Новая Аптека,,Аптеки; Процедурный кабинет,"улица Жуалы, 29",1 этаж,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.4,30,87273716138,87014448644,,,,,,,,,https://wa.me/77014448644,,,,,,43.222256,76.793996,https://2gis.com/firm/70000001044963300,branch
Аптека,,Аптеки,"улица Касыма Шарипова, 62",1 этаж,050038,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87074963465,,,,,,,,,,,,,,,,43.254545,76.832428,https://2gis.com/firm/70000001089627512,branch
Сайдалия Фарм,аптека,Аптеки,"шоссе Северное Кольцо, 99/4",1 этаж,050014,,Жетысуский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-13:00, 13:30-20:00; Вт: 10:00-13:00, 13:30-20:00; Ср: 10:00-13:00, 13:30-20:00; Чт: 10:00-13:00, 13:30-20:00; Пт: 10:00-13:00, 13:30-20:00; Сб: 10:00-13:00, 13:30-20:00; Вс: 10:00-13:00, 13:30-20:00",+05:00,1.8,16,87272521498 (единая справочная: пн-вс 10:00-22:00),,,,,,,,,,,,,,,,43.327293,76.909721,https://2gis.com/firm/70000001017872711,branch
Гаухартас фарм,сеть аптек,Аптеки,"улица Шолохова, 26а",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,49,87272215888,,,,,,,https://instagram.com/gauhartaspharm,,,,,,,,,43.335505,76.948215,https://2gis.com/firm/70000001025075198,branch
Pharm St,аптека,Аптеки; Процедурный кабинет,"улица 3-й градокомплекс, 190",,050058,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,"Вт: 09:00-13:00, 14:00-21:00; Ср: 09:00-13:00, 14:00-21:00; Чт: 09:00-13:00, 14:00-21:00; Пт: 09:00-13:00, 14:00-21:00; Сб: 09:00-13:00, 14:00-21:00; Вс: 09:00-13:00, 14:00-21:00 (процедурный кабинет: вт-вс 9:00-18:00)",+05:00,3.3,7,87002027072,87081706158,,,,,,,,,https://wa.me/77002027072,https://wa.me/77081706158,,,,,43.298445,76.890903,https://2gis.com/firm/70000001053170160,branch
Аптека,,Аптеки,"улица Жибек Жолы, 50",,040916,,,,Карасайский район,Алматинская область,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,4.9,28,,,,,,,,,,,,,,,,,43.238654,76.743953,https://2gis.com/firm/70000001080398288,branch
Аптека,,Аптеки,"улица Жана арна, 22г",,040910,,,,Карасайский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,40,87769777764,,,,,,,,,,https://wa.me/77769777764,,,,,,43.173425,76.780648,https://2gis.com/firm/70000001032707180,branch
Аптека Со склада,,Аптеки,"улица Аэродромная, 98",супермаркет Magnum,040708,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.2,66,,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.356889,76.864217,https://2gis.com/firm/70000001061399018,branch
