Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Naz,частный детский сад,Частные детские сады,"улица Мамытова, 91",,050047,Айгерим-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,5.0,2,87479290382,,,,,,,,,,https://wa.me/77479290382,,,,,,,,43.272296,76.838733,https://2gis.com/firm/70000001060308772,branch
Omar Kids,детский сад,Частные детские сады,"улица Елибаева, 9а",,041626,Жайлау м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,5.0,9,87001797878,,,,,,,https://instagram.com/omar_kids_07,,,https://wa.me/77001797878,,,,,,,,43.304273,77.067435,https://2gis.com/firm/70000001072180449,branch
Шаттык,частный детский сад,Частные детские сады,"улица Жанкожа батыра, 227",,050065,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,5.0,12,87479290382,87071264067,,,,,,,,,https://wa.me/77479290382,https://wa.me/77071264067,,,,,,,43.309352,76.853341,https://2gis.com/firm/70000001065562551,branch
Ar Kids,частный детский сад,Частные детские сады,"Мамыр-4 микрорайон, 117/7",,050036,Мамыр-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,3,,,,,,,,,,,,,,,,,,,43.218214,76.847248,https://2gis.com/firm/70000001068529644,branch
Али-Нур,частный детский сад,Частные детские сады,"улица Багаева, 22",,050038,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.2,5,87471616561,87011414696,,,,,,https://instagram.com/alinur_balabaqsha,,,https://wa.me/77011414696,https://wa.me/77471616561,,,,,,,43.254553,76.837022,https://2gis.com/firm/70000001026606311,branch
Балдәурен ,частный детский сад,Частные детские сады,"улица Акбастау, 81",,050047,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,5.0,13,87071193006,87073117521,,,,,,,,,https://wa.me/77071193006,https://wa.me/77073117521,,,,,,,43.301372,76.842946,https://2gis.com/firm/70000001086780456,branch
Карусель Montessori,детский сад,Частные детские сады; Центры раннего развития детей; Детские / подростковые клубы,"улица Вагжанова, 19а",,050066,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.8,35,87079964628,87025931833,,,,,,https://instagram.com/montessoridom_sad,,,https://wa.me/77025931833,https://wa.me/77079964628,,,,,,,43.305824,76.933068,https://2gis.com/firm/70000001060056698,branch
Zaman kids,частный детский сад,Частные детские сады,"проспект Аль-Фараби, 110Б",1 этаж,050040,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87012668060,87005058393,,,,,,https://instagram.com/zerdekids_almaty,,,https://wa.me/77012668060,https://wa.me/77005058393,,,,,,,43.219634,76.934044,https://2gis.com/firm/70000001082613246,branch
Cambridge Kids,частный детский сад,Частные детские сады,"проспект Достык, 341/3",1 этаж,050020,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.3,10,,,,,,http://cambridge-kids.kz,,https://instagram.com/cambridge_kids,,,https://wa.me/77475001761,,,,,,,,43.208328,76.968849,https://2gis.com/firm/70000001031338509,branch
Kingdom of kids,частный детский сад,Частные детские сады,"улица Каирбекова, 37",1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,3.4,14,87002052222,,,,,,,https://instagram.com/kingdom_of_kids_kz,,,https://wa.me/77002052222,,,,,,,,43.25987,76.960475,https://2gis.com/firm/70000001046565034,branch
Ақбота,частный детский сад,Частные детские сады,"улица Бабыра, 4",,050065,Шанырак-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,3,87783677220,,,,,,,,,,https://wa.me/77783677220,,,,,,,,43.292696,76.862437,https://2gis.com/firm/70000001033128017,branch
Mykid,частный детский сад,Частные детские сады,"улица Сагадат Нурмагамбетов, 98",,050010,Кок-Тобе м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,5.0,5,87474777572,,,,,,,https://instagram.com/mykid__3,,,,,,,,,,,43.257058,76.980664,https://2gis.com/firm/70000001063367126,branch
Kidsberry,частный детский сад,Частные детские сады; Помощь в обучении; Детские сады,"улица Жанибекова, 42",,050051,Кок-Тобе 2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.7,21,87010179779,,,,,,,https://instagram.com/kidsberry_almaty,,,https://wa.me/77010179779,,,,,,,,43.22687,76.970301,https://2gis.com/firm/70000001041454090,branch
Baby Town,частный детский сад,Частные детские сады,"улица Орманова, 119",,050007,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.3,24,87071112220 (единая справочная: пн-пт 8:00-19:00),,,,,http://detskisadalmaty.tilda.ws,,https://instagram.com/babytownalmaty,,https://vk.com/baby.town,https://wa.me/77071112220,,,,,,,,43.262606,76.978543,https://2gis.com/firm/9429940000785915,branch
Хан,частный детский сад,Частные детские сады,"улица Аркалык, 25/1",,050047,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:30; Вт: 07:00-18:30; Ср: 07:00-18:30; Чт: 07:00-18:30; Пт: 07:00-18:30,+05:00,4.9,116,87027308024,87078782910,,,,,,https://instagram.com/hanbalabaksha,,,https://wa.me/77027308024,https://wa.me/77078782910,,,,,,,43.317816,76.840775,https://2gis.com/firm/70000001045612437,branch
Шанырак-2 Балабакша,частный детский сад,Частные детские сады,"улица Сабыра Рахимова, 67",,050065,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.7,3,87758698117,87759837600,,,,,,,,,https://wa.me/77758698117,https://wa.me/77759837600,,,,,,,43.293125,76.852527,https://2gis.com/firm/70000001048152077,branch
Edisonka,частный детский центр,Частные детские сады; Центры раннего развития детей,"улица Жулдыз, 79",,050045,Нур Алатау м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,4.7,4,87064104279,,,,,,,,,,https://wa.me/77064104279,,,,,,,,43.174133,76.905149,https://2gis.com/firm/70000001027676365,branch
Алгабас 2,частный детский сад,Частные детские сады,"улица Фаризы Онгарсыновой, 148/2",,050053,Алгабас м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,4.6,30,87086341978,87017839592,,,,,,https://instagram.com/sadik_algabas2,,,https://wa.me/77017839592,,,,,,,,43.253899,76.801743,https://2gis.com/firm/70000001033934166,branch
Dariya,частный детский сад,Частные детские сады,"улица Коктем, 6",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.8,8,87757770034,87780089527,,,,,,,,,https://wa.me/77757770034,https://wa.me/77780089527,,,,,,,43.338127,77.0554,https://2gis.com/firm/70000001040269496,branch
Wonderland,частный детский сад,Частные детские сады,"микрорайон Атамекен, 33",,050052,Атамекен м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.7,42,87786250442,,,,,,,https://instagram.com/wonderland_sad_almaty,,,https://wa.me/77786250442,,,,,,,,43.207792,76.844743,https://2gis.com/firm/70000001039063167,branch
Акниет,частный детский ясли-сад,Частные детские сады,"улица Бирлик, 46",,,Карасу 2 м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,3.9,6,87001951994,,,,,,,https://instagram.com/akniet_detsad,,,https://wa.me/77001951994,,,,,,,,43.41821,77.040002,https://2gis.com/firm/70000001064244470,branch
Munarat,​частный детский сад,Частные детские сады,"улица Аширбек Сыгай, 96",,,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,4.1,31,87772001302,87085751635,,,,,,https://instagram.com/munarat_almaty,,,https://wa.me/77772001302,https://wa.me/77085751635,,,,,,,43.22057,76.79243,https://2gis.com/firm/70000001081847234,branch
Балапан,частный детский сад,Частные детские сады,"Жиембет жырау улица, 52",,047028,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.0,7,,,,,,,,,,,,,,,,,,,43.41646,76.972552,https://2gis.com/firm/70000001023456764,branch
Мерей,частный детский сад,Частные детские сады,"улица Текес, 67/1",,050047,Айгерим-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,87014044424,87475647392,,,,,,,,,https://wa.me/77014044424,,,,,,,,43.285576,76.840465,https://2gis.com/firm/70000001033928146,branch
Асёка+,частный детский сад,Частные детские сады,"улица Жибек Жолы, 77/1",,,Кызылту 1 ж/м,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,4.3,3,,,,,,,,https://instagram.com/aseka_plus,,,,,,,,,,,43.38381,77.074073,https://2gis.com/firm/70000001039107432,branch
Golden kids,детский центр развития и коррекции,Частные детские сады; Центры раннего развития детей; Логопед; Психолог; Занятия лечебной физкультурой (ЛФК),"улица Торайгырова, 25 к3",1 этаж,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+05:00,4.4,11,87057412930,,,,,http://taplink.cc/goldenkids_kz,,https://instagram.com/goldenkids.kz,,,https://wa.me/77057412930,,,,,,,,43.202195,76.873283,https://2gis.com/firm/70000001065067726,branch
Altai Kanas,частный детский сад,Частные детские сады,"улица Еримбетова, 32",,,Томирис м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00,+05:00,,,87013379218,87017586981,,,,,,,,,https://wa.me/77013379218,https://wa.me/77017586981,,,,,,,43.318582,76.855171,https://2gis.com/firm/70000001080531373,branch
Балмекен,частный детский сад,Частные детские сады,"улица Борибаева, 25",,040729,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,,,,,,,,,,,https://wa.me/77477202604,,,,,,,,43.431488,76.906436,https://2gis.com/firm/70000001048138099,branch
FasTracKids,образовательный центр,Частные детские сады; Центры раннего развития детей; Логопед; Дневные детские лагеря,"улица Максимова, 20",,050010,Кок-Тобе м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 10:00-14:00,+05:00,5.0,3,,,,,,,,,,,,,,,,,,,43.243253,76.968623,https://2gis.com/firm/70000001087679892,branch
